Frantisek-Skroup-String-Quartet-No-1-in-F-major-Op-24,https://www.youtube.com/watch?v=yyMD0QCTTBA,"Mov.I: Allegro animato 00:00
Mov.II: Andante grazioso 08:21
Mov.III: Scherzo: Allegro vivace 14:53
Mov.IV: Finale: Allegro appasionato 18:54"
Nikolay-Afanasyev-String-Quartet-in-a-minor-The-Volga,https://www.youtube.com/watch?v=Bw4QCRCUirM,"I Moderato
II Allegretto - 8:41
III Adagio - 12:28
IV Allegro non troppo - 19:35"
Jan-Brandts-Buys-Romantische-Serenade-for-String-Quartet-Op-25,https://www.youtube.com/watch?v=x3zgwtQkqT8,"1. Nocturne. Andante sostenuto - 00:00
2. Alla Marcia. Adagio ma non troppo - 06:28
3. Serenade. Allegro molto vivace - 13:16
4. Schemen. Allegro molto - 17:02
5. Nocturne. Sostenuto - 19:19"
Wilhelm-Stenhammar-String-Quartet-No-6-in-d-minor-Op-35,https://www.youtube.com/watch?v=USJlBlkLNx0,"I. Tempo moderato, sempre un poco rubato
II. Allegro vivace - 7:55
III. Poco adagio - 10:45
IV. Presto - 18:42"
Per-Olander-String-Sextet-in-D-major,https://www.youtube.com/watch?v=KVY-xHF1tJI,
Stanislaw-Moniuszko-String-Quartet-No-1-in-d-minor,https://www.youtube.com/watch?v=L0eMrH7zkso,"0:00 - Allegro agitato
4:56 - Andantino
8:17 - Scherzo
11:48 - Finale: ""Un ballo campestre e sue consequenze"" - Allegro assai"
Zygmunt-Noskowski-String-Quartet-No-1-in-d-minor-Op-9,https://www.youtube.com/watch?v=V4BVSFFOwqA,"#1. 00:00
#2. 8:19
#3. 14:10
#4. 19:33"
Woldemar-Bargiel-String-Quartet-No-3-in-a-minor-Op-15b,https://www.youtube.com/watch?v=Xi1WVJFayAo,"00:00 Allegro ma Non Troppo
06:47 Allegretto Comodo
09:35 Andante Sostenuto
13:24 Vivace ed Engerico"
Ludwig-van-Beethoven-String-Quartet-No-17-in-B-flat-major-Op-133-Grosse-Fuge,https://www.youtube.com/watch?v=XAgdd2VqLVc,"0:00 1. Introduction (Overtura)
0:56 2. First Fugue
4:38 3. Slow section
7:25 4. Scherzo and Fugue
11:57 5. Coda"
Luigi-Cherubini-String-Quartet-No-3-in-d-minor,https://www.youtube.com/watch?v=K9MTWWTR-aY,"I. Allegro comodo [00:00]
II. Larghetto sostenuto [09:17]
III. Scherzo. Allegro – Moderato sans lenteur [16:47]
IV. Finale. Allegro risoluto [24:05]"
Hans-Pfitzner-String-Quartet-No-1-in-D-major-Op-13,https://www.youtube.com/watch?v=L-URyMqADkY,"Movement One: In mässig gehender Bewegung - 0:00
Movement Two: Kräftig, mit Humor - 8:28
Movement Three: Sehr langsam - 13:40
Movement Four: Rondo. Im heiteren Reigentempo (quasi Andantino) - 19:49"
Josef-Suk-Piano-Trio-in-c-minor-Op-2,https://www.youtube.com/watch?v=QMXAPzaOdxk,"1. Allegro (0:00)
2. Andante (6:14)
3. Vivace (10:23)"
George-Chadwick-String-Quartet-No-4-in-e-minor,https://www.youtube.com/watch?v=j-SD4JehfwU,"I. Andante moderato - Allegro  0:00
II. Andante semplice  7:04
III. Giocoso, un poco moderato  13:20
IV. Allegro risoluto  20:05"
Volkmar-Andreae-Piano-Trio-No-1-in-f-minor-Op-1,https://www.youtube.com/watch?v=o82hCnFrUrc,"I. Allegro  0:00
II. Adagio  10:19
III. Allegro ma non troppo  19:10"
Emanuel-Aloys-Forster-String-Quintet-No-2-in-a-minor-Op-20,https://www.youtube.com/watch?v=g9NmZAuvaQo,
Anton-Rubinstein-Piano-Trio-No-3-in-B-flat-major-Op-52,https://www.youtube.com/watch?v=J3kNexjzacw,"00:00  Allegro
10:39  Adagio
19:07  Presto
24:46  Allegro appassionato"
Ignaz-Lachner-String-Quartet-in-G-major-Op-107,https://www.youtube.com/watch?v=LbEYHiij3pw,"I.Allegro moderato  0:00
II.Andante  04:02
III.Allegro giocoso 07:17
IV.Finale.Allegro vivo,ma non troppo 09:47"
Johann-Wilms-Piano-Quartet-in-C-major-Op-22,https://www.youtube.com/watch?v=6UjyFnI5nMg,"1. Allegro (0:00)
2. Adagio (A♭ major) (11:11)
3. Scherzando. Allegro (C minor) (18:36)
4. Polonaise. Allegretto (21:16)"
Woldemar-Bargiel-Octet-in-c-minor-Op-15a,https://www.youtube.com/watch?v=OAcdfsiES9U,"00:00 Adagio - Allegro Passionato
18:23 Andante Sostenuto - Allegro
25:33 Allegro"
Bernhard-Molique-String-Quartet-No-8-in-A-major-Op-44,https://www.youtube.com/watch?v=E6tFs4Zxd14,"I: Allegro 00:00
II: Intermezzo. Poco vivace 7:22
III: Adagio 11:10
IV: Rondo. Vivace 14:16"
Louis-Ferdinand-Prince-of-Prussia-Octet-in-F-major-Op-12,https://www.youtube.com/watch?v=i59bJsd88KA,"1. Lento patetico - Allegro grazioso (0:00)
2. Romance: Larghetto cantabile ed espressivo (15:50)
3. Rondo: Allegro non troppo (23:11)"
Erno-Dohnanyi-String-Quartet-No-1-in-A-major-Op-7,https://www.youtube.com/watch?v=F0FZ4OVk1TA,"Movement One: Allegro - 0:00
Movement Two: Allegretto grazioso - 11:28
Movement Three: Molto adagio con espressione - 17:57
Movement Four: Finale. Vivace - 26:28"
Vissarion-Shebalin-String-Quartet-No-5-in-f-minor-Op-33-Slavonic,https://www.youtube.com/watch?v=w2WidRO1OaM,"I Moderato
II Andante - 5:31
III Allegretto, grazioso e leggiero - 10:16
IV Andante - 13:45
V Allegro energico - 17:49 "
Eduard-Napravnik-Piano-Trio-No-1-in-g-minor-Op-24,https://www.youtube.com/watch?v=IuvWZGvbEDE,
Heinrich-Herzogenberg-String-Trio-in-A-major-Op-27-No-1,https://www.youtube.com/watch?v=CUZ4EhtAQ20,"I. Allegro 00:00
II. Andante 9:49
III. Allegretto 15:55
IV. Allegro 22:12"
Fritz-Volbach-Quintet-in-E-flat-major-Op-24,https://www.youtube.com/watch?v=G0L86RwW-wQ,"I. Allegro  0:00
II. Adagio, molto espressivo e solenne  8:32
III. Finale-Rondo: Allegro (Mit schlichtem Humor)  15:22"
Anton-Webern-Langsamer-Satz,https://www.youtube.com/watch?v=vdGDHGk_49w,
Vissarion-Shebalin-String-Quartet-No-8-in-C-major-Op-53,https://www.youtube.com/watch?v=cHuq8nBA1kE,"I Andante
II Allegro  - 5:05
III Adagio - 8:50
IV Allegro - 15:15"
Emilie-Mayer-Piano-Trio-in-D-major-Op-13,https://www.youtube.com/watch?v=7Jz7qMxZh3w,"00:00 Andante Maestoso - Allegro molto e agitato
09:48 Larghetto
17:39 Scherzo
23:18 Presto"
William-Hurlstone-Phantasie-in-a-minor,https://www.youtube.com/watch?v=mwOylaUNVP0,
Felix-Draeseke-String-Quartet-No-3-in-c-sharp-minor-Op-66,https://www.youtube.com/watch?v=kXMvP_BQzpg,"00:00 - Andante elegiaco.
07:17 - Allegro spumante.
11:18 - Adagio non tanto, molto espressivo.
16:22 - Intermezzo. Allegretto grazioso.
19:48 - Allegro risoluto."
